"","Sample.ID","Site","Transect","Species","Average.Diameter.cm","LifeStage"
"1197",1892,"S2","T5","P. meandrina",14.0396666666667,">14cm"
"1198",1894,"S2","T5","P. tuahiniensis",1.275,"0-2cm"
"1199",1895,"S2","T5","P. effusa",2.41366666666667,">2cm-5cm"
"1200",1896,"S2","T5","P. meandrina",0.786,"0-2cm"
"1201",1897,"S2","T5","P. tuahiniensis",1.08933333333333,"0-2cm"
"1202",1898,"S2","T5","P. verrucosa",11.3706666666667,">5cm-14cm"
"1203",1900,"S2","T5","P. meandrina",5.61866666666667,">5cm-14cm"
"1204",1901,"S2","T5","P. meandrina",1.31433333333333,"0-2cm"
"1205",1902,"S2","T5","P. grandis",0.793333333333333,"0-2cm"
"1206",1905,"S2","T5","P. effusa",1.82666666666667,"0-2cm"
"1207",1906,"S2","T5","P. meandrina",1.66966666666667,"0-2cm"
"1208",1907,"S2","T5","P. meandrina",1.60466666666667,"0-2cm"
"1209",1908,"S2","T5","P. effusa",2.80166666666667,">2cm-5cm"
"1210",1909,"S2","T5","P. effusa",2.41633333333333,">2cm-5cm"
"1211",1910,"S2","T5","P. effusa",1.828,"0-2cm"
"1212",1911,"S2","T5","P. effusa",2.622,">2cm-5cm"
"1213",1912,"S2","T5","P. effusa",1.43566666666667,"0-2cm"
"1214",1913,"S2","T5","P. effusa",1.913,"0-2cm"
"1215",1914,"S2","T5","P. meandrina",4.16733333333333,">2cm-5cm"
"1216",1915,"S2","T5","P. meandrina",3.80133333333333,">2cm-5cm"
"1217",1916,"S2","T5","P. tuahiniensis",0.747333333333333,"0-2cm"
"1218",1917,"S2","T5","P. meandrina",1.37733333333333,"0-2cm"
"1219",1918,"S2","T5","P. meandrina",1.93133333333333,"0-2cm"
"1220",1919,"S2","T5","P. meandrina",1.228,"0-2cm"
"1221",1920,"S2","T5","P. meandrina",3.044,">2cm-5cm"
"1222",1921,"S2","T5","P. effusa",1.164,"0-2cm"
"1223",1922,"S2","T5","P. meandrina",2.50033333333333,">2cm-5cm"
"1224",1923,"S2","T5","P. tuahiniensis",2.10933333333333,">2cm-5cm"
"1225",1924,"S2","T5","P. meandrina",1.01666666666667,"0-2cm"
"1226",1925,"S2","T5","P. effusa",1.82,"0-2cm"
"1227",1926,"S2","T5","P. meandrina",0.759,"0-2cm"
"1228",1927,"S2","T5","P. meandrina",1.28033333333333,"0-2cm"
"1229",1929,"S2","T5","P. effusa",2.52,">2cm-5cm"
"1230",1930,"S2","T5","P. meandrina",1.84066666666667,"0-2cm"
"1231",1931,"S2","T5","P. meandrina",1.51066666666667,"0-2cm"
"1232",1932,"S2","T5","P. acuta",2.17566666666667,">2cm-5cm"
"1233",1933,"S2","T5","P. meandrina",0.277666666666667,"0-2cm"
"1234",1934,"S2","T5","P. meandrina",1.35466666666667,"0-2cm"
"1235",1935,"S2","T5","P. effusa",1.92833333333333,"0-2cm"
"1236",1936,"S2","T5","P. effusa",1.93733333333333,"0-2cm"
"1237",1937,"S2","T5","P. meandrina",0.97,"0-2cm"
"1238",1938,"S2","T4","P. tuahiniensis",0.889666666666666,"0-2cm"
"1239",1939,"S2","T4","P. meandrina",1.512,"0-2cm"
"1240",1940,"S2","T4","P. meandrina",2.414,">2cm-5cm"
"1241",1941,"S2","T4","P. tuahiniensis",3.79366666666667,">2cm-5cm"
"1242",1942,"S2","T4","P. meandrina",2.08866666666667,">2cm-5cm"
"1243",1943,"S2","T4","P. tuahiniensis",2.51033333333333,">2cm-5cm"
"1244",1944,"S2","T4","P. meandrina",1.217,"0-2cm"
"1245",1945,"S2","T4","P. meandrina",1.618,"0-2cm"
"1246",1946,"S2","T4","P. tuahiniensis",2.55133333333333,">2cm-5cm"
"1247",1947,"S2","T4","P. effusa",2.156,">2cm-5cm"
"1248",1948,"S2","T4","P. verrucosa",100,">14cm"
"1249",1949,"S2","T4","P. meandrina",6.99866666666667,">5cm-14cm"
"1250",1950,"S2","T4","P. meandrina",1.823,"0-2cm"
"1251",1951,"S2","T4","P. effusa",0.728333333333333,"0-2cm"
"1252",1952,"S2","T4","P. verrucosa",1.25733333333333,"0-2cm"
"1253",1953,"S2","T4","P. meandrina",1.702,"0-2cm"
"1254",1954,"S2","T4","P. meandrina",0.908,"0-2cm"
"1255",1955,"S2","T4","P. meandrina",2.44866666666667,">2cm-5cm"
"1256",1957,"S2","T4","P. effusa",4.35333333333333,">2cm-5cm"
"1257",1958,"S2","T4","P. meandrina",1.27333333333333,"0-2cm"
"1258",1960,"S2","T5","P. meandrina",2.07733333333333,">2cm-5cm"
"1259",1961,"S2","T5","P. tuahiniensis",14.07,">14cm"
"1260",1962,"S2","T5","P. tuahiniensis",7.81633333333333,">5cm-14cm"
"1261",1964,"S2","T5","P. tuahiniensis",2.71766666666667,">2cm-5cm"
"1262",1965,"S2","T5","P. meandrina",10.18,">5cm-14cm"
"1263",1966,"S2","T5","P. tuahiniensis",4.22933333333333,">2cm-5cm"
"1264",1967,"S2","T5","P. tuahiniensis",100,">14cm"
"1265",1968,"S2","T5","P. tuahiniensis",2.04533333333333,">2cm-5cm"
"1266",1969,"S2","T5","P. meandrina",1.16366666666667,"0-2cm"
"1267",1970,"S2","T5","P. meandrina",0.495333333333333,"0-2cm"
"1268",1971,"S2","T5","P. meandrina",0.608666666666667,"0-2cm"
"1269",1973,"S2","T5","P. meandrina",0.564666666666667,"0-2cm"
"1270",1975,"S2","T5","P. meandrina",1.054,"0-2cm"
"1271",1976,"S2","T5","P. grandis",0.737,"0-2cm"
"1272",1977,"S2","T5","P. tuahiniensis",100,">14cm"
"1273",1978,"S2","T5","P. verrucosa",17.2323333333333,">14cm"
"1274",1979,"S2","T5","P. effusa",2.233,">2cm-5cm"
"1275",1980,"S2","T5","P. meandrina",0.901,"0-2cm"
"1276",1981,"S2","T5","P. acuta",1.19166666666667,"0-2cm"
"1277",1983,"S2","T5","P. effusa",1.36,"0-2cm"
"1278",1984,"S2","T5","P. effusa",0.793666666666667,"0-2cm"
"1279",1986,"S2","T5","P. meandrina",5.60433333333333,">5cm-14cm"
"1280",1987,"S2","T5","P. meandrina",1.901,"0-2cm"
"1281",1988,"S2","T5","P. acuta",1.94833333333333,"0-2cm"
"1282",1989,"S2","T5","P. meandrina",100,">14cm"
"1283",1990,"S2","T5","P. meandrina",3.129,">2cm-5cm"
"1284",1991,"S2","T5","P. grandis",1.06466666666667,"0-2cm"
"1285",1992,"S2","T5","P. meandrina",2.69866666666667,">2cm-5cm"
"1286",1993,"S2","T5","P. meandrina",0.886333333333333,"0-2cm"
"1287",1993,"S2","T5","P. meandrina",0.886333333333333,"0-2cm"
"1288",1995,"S2","T5","P. grandis",15.3903333333333,">14cm"
"1289",1995,"S2","T5","P. meandrina",15.3903333333333,">14cm"
"1290",1996,"S2","T5","P. effusa",2.25433333333333,">2cm-5cm"
"1291",1997,"S2","T5","P. effusa",2.14433333333333,">2cm-5cm"
"1292",1998,"S2","T5","P. meandrina",1.12133333333333,"0-2cm"
"1293",1999,"S2","T5","P. grandis",0.941333333333333,"0-2cm"
"1294",2000,"S2","T5","P. meandrina",0.886333333333333,"0-2cm"
"1295",2001,"S2","T5","P. grandis",0.604666666666667,"0-2cm"
"1296",2003,"S2","T5","P. meandrina",1.049,"0-2cm"
"1297",2004,"S2","T5","P. meandrina",1.29066666666667,"0-2cm"
"1298",2006,"S2","T5","P. meandrina",2.164,">2cm-5cm"
"1299",2007,"S2","T5","P. meandrina",2.60766666666667,">2cm-5cm"
"1300",2008,"S2","T5","P. meandrina",0.667333333333333,"0-2cm"
"1301",2009,"S2","T5","P. meandrina",0.689666666666667,"0-2cm"
"1302",2010,"S2","T5","P. meandrina",1.87966666666667,"0-2cm"
"1303",2012,"S2","T5","P. tuahiniensis",0.820666666666667,"0-2cm"
"1304",2013,"S2","T5","P. meandrina",2.14066666666667,">2cm-5cm"
"1305",2014,"S2","T5","P. effusa",1.791,"0-2cm"
"1306",2015,"S2","T5","P. meandrina",0.929333333333333,"0-2cm"
"1307",2016,"S2","T5","P. meandrina",1.06066666666667,"0-2cm"
"1308",2017,"S2","T5","P. meandrina",1.685,"0-2cm"
"1309",2019,"S2","T5","P. meandrina",1.73633333333333,"0-2cm"
"1310",2020,"S2","T5","P. effusa",3.07033333333333,">2cm-5cm"
"1311",2021,"S2","T5","P. acuta",2.296,">2cm-5cm"
"1312",2022,"S2","T5","P. meandrina",2.40866666666667,">2cm-5cm"
"1313",2023,"S2","T5","P. meandrina",1.333,"0-2cm"
"1314",2024,"S2","T5","P. meandrina",1.00833333333333,"0-2cm"
"1315",2025,"S2","T5","P. effusa",1.60433333333333,"0-2cm"
"1316",2026,"S2","T5","P. meandrina",0.956,"0-2cm"
"1317",2027,"S2","T6","P. tuahiniensis",4.31233333333333,">2cm-5cm"
"1318",2029,"S2","T6","P. tuahiniensis",100,">14cm"
"1319",2029,"S2","T6","P. tuahiniensis",100,">14cm"
"1320",2029,"S2","T6","P. meandrina",100,">14cm"
"1321",2029,"S2","T6","P. meandrina",100,">14cm"
"1322",2032,"S2","T6","P. meandrina",3.421,">2cm-5cm"
"1323",2033,"S2","T6","P. meandrina",1.74033333333333,"0-2cm"
"1324",2035,"S2","T6","P. meandrina",1.53566666666667,"0-2cm"
"1325",2036,"S2","T6","P. meandrina",5.415,">5cm-14cm"
"1326",2037,"S2","T6","P. effusa",2.11833333333333,">2cm-5cm"
"1327",2038,"S2","T6","P. meandrina",2.179,">2cm-5cm"
"1328",2039,"S2","T6","P. tuahiniensis",1.04766666666667,"0-2cm"
"1329",2039,"S2","T6","P. tuahiniensis",1.04766666666667,"0-2cm"
"1330",2039,"S2","T6","P. meandrina",1.04766666666667,"0-2cm"
"1331",2039,"S2","T6","P. meandrina",1.04766666666667,"0-2cm"
"1332",2041,"S2","T6","P. meandrina",1.67566666666667,"0-2cm"
"1333",2042,"S2","T6","P. effusa",0.91,"0-2cm"
"1334",2043,"S2","T6","P. meandrina",1.105,"0-2cm"
"1335",2045,"S2","T6","P. effusa",2.809,">2cm-5cm"
"1336",2047,"S15","T2","P. acuta",1.64766666666667,"0-2cm"
"1337",2048,"S15","T2","P. meandrina",0.850333333333333,"0-2cm"
"1338",2050,"S15","T2","P. meandrina",27.114,">14cm"
"1339",2051,"S15","T2","P. effusa",1.49066666666667,"0-2cm"
"1340",2053,"S2","T6","P. meandrina",1.08666666666667,"0-2cm"
"1341",2054,"S15","T2","P. meandrina",6.98066666666667,">5cm-14cm"
"1342",2055,"S15","T2","P. meandrina",0.655333333333333,"0-2cm"
"1343",2056,"S15","T2","P. meandrina",0.578333333333333,"0-2cm"
"1344",2057,"S15","T2","P. tuahiniensis",100,">14cm"
"1345",2059,"S15","T2","P. tuahiniensis",17.6,">14cm"
"1346",2060,"S15","T2","P. meandrina",16.2586666666667,">14cm"
"1347",2061,"S15","T2","P. meandrina",1.656,"0-2cm"
"1348",2062,"S15","T2","P. verrucosa",18.279,">14cm"
"1349",2064,"S15","T2","P. meandrina",20.8046666666667,">14cm"
"1350",2065,"S15","T2","P. effusa",1.17666666666667,"0-2cm"
"1351",2067,"S15","T2","P. meandrina",0.462666666666667,"0-2cm"
"1352",2068,"S15","T2","P. meandrina",21.742,">14cm"
"1353",2069,"S15","T2","P. acuta",3.61266666666667,">2cm-5cm"
"1354",2070,"S15","T2","P. meandrina",17.577,">14cm"
"1355",2072,"S15","T2","P. meandrina",4.581,">2cm-5cm"
"1356",2073,"S15","T2","P. grandis",32.3993333333333,">14cm"
"1357",2075,"S15","T2","P. meandrina",5.76766666666667,">5cm-14cm"
"1358",2076,"S15","T2","P. verrucosa",21.493,">14cm"
"1359",2077,"S15","T2","P. meandrina",0.879,"0-2cm"
"1360",2078,"S15","T2","P. verrucosa",13.7556666666667,">5cm-14cm"
"1361",2079,"S15","T2","P. acuta",0.341666666666667,"0-2cm"
"1362",2080,"S15","T2","P. tuahiniensis",3.76566666666667,">2cm-5cm"
"1363",2081,"S15","T3","P. meandrina",1.18633333333333,"0-2cm"
"1364",2082,"S15","T3","P. meandrina",0.787333333333333,"0-2cm"
"1365",2083,"S15","T3","P. acuta",1.241,"0-2cm"
"1366",2084,"S15","T3","P. acuta",1.91266666666667,"0-2cm"
"1367",2085,"S2","T5","P. meandrina",0.974333333333333,"0-2cm"
"1368",2086,"S2","T5","P. meandrina",1.46166666666667,"0-2cm"
"1369",2087,"S2","T5","P. meandrina",0.720666666666667,"0-2cm"
"1370",2088,"S2","T5","P. effusa",2.371,">2cm-5cm"
"1371",2089,"S2","T5","P. meandrina",0.952666666666667,"0-2cm"
"1372",2090,"S2","T5","P. effusa",2.887,">2cm-5cm"
"1373",2090,"S2","T5","P. verrucosa",2.887,">2cm-5cm"
"1374",2091,"S2","T5","P. meandrina",1.45366666666667,"0-2cm"
"1375",2092,"S2","T5","P. meandrina",1.571,"0-2cm"
"1376",2093,"S2","T5","P. tuahiniensis",1.50566666666667,"0-2cm"
"1377",2094,"S2","T5","P. meandrina",1.28833333333333,"0-2cm"
"1378",2094,"S2","T5","P. tuahiniensis",1.28833333333333,"0-2cm"
"1379",2097,"S2","T5","P. verrucosa",1.98233333333333,"0-2cm"
"1380",2098,"S2","T5","P. meandrina",1.17433333333333,"0-2cm"
"1381",2099,"S2","T5","P. meandrina",1.095,"0-2cm"
"1382",2100,"S11","T1","P. meandrina",6.40466666666667,">5cm-14cm"
"1383",2101,"S11","T1","P. grandis",100,">14cm"
"1384",2102,"S11","T1","P. meandrina",12.421,">5cm-14cm"
"1385",2103,"S11","T1","P. acuta",1.32766666666667,"0-2cm"
"1386",2104,"S11","T1","P. verrucosa",1.21133333333333,"0-2cm"
"1387",2105,"S11","T2","P. meandrina",1.248,"0-2cm"
"1388",2106,"S11","T2","P. meandrina",7.15233333333333,">5cm-14cm"
"1389",2107,"S11","T2","P. meandrina",13.3666666666667,">5cm-14cm"
"1390",2108,"S11","T2","P. meandrina",100,">14cm"
"1391",2110,"S11","T2","P. meandrina",14.0823333333333,">14cm"
"1392",2111,"S11","T2","P. meandrina",21.3153333333333,">14cm"
"1393",2112,"S11","T2","P. verrucosa",8.17533333333333,">5cm-14cm"
"1394",2114,"S11","T2","P. meandrina",19.1803333333333,">14cm"
"1395",2115,"S11","T2","P. meandrina",1.22066666666667,"0-2cm"
"1396",2116,"S11","T2","P. meandrina",0.796333333333333,"0-2cm"
"1397",2117,"S11","T2","P. meandrina",0.523666666666667,"0-2cm"
"1398",2118,"S11","T2","P. meandrina",9.69266666666667,">5cm-14cm"
"1399",2119,"S11","T2","P. meandrina",0.756666666666667,"0-2cm"
"1400",2120,"S11","T2","P. grandis",17.524,">14cm"
"1401",2121,"S11","T2","P. meandrina",7.01666666666667,">5cm-14cm"
"1402",2122,"S11","T2","P. acuta",1.90133333333333,"0-2cm"
"1403",2123,"S11","T2","P. meandrina",1.51866666666667,"0-2cm"
"1404",2124,"S11","T2","P. verrucosa",5.45166666666667,">5cm-14cm"
"1405",2125,"S11","T2","P. verrucosa",0.697666666666667,"0-2cm"
"1406",2126,"S11","T2","P. verrucosa",0.489666666666667,"0-2cm"
"1407",2127,"S11","T2","P. verrucosa",4.74766666666667,">2cm-5cm"
"1408",2128,"S11","T2","P. verrucosa",3.373,">2cm-5cm"
"1409",2129,"S11","T2","P. meandrina",5.285,">5cm-14cm"
"1410",2130,"S11","T2","P. meandrina",7.583,">5cm-14cm"
"1411",2131,"S11","T2","P. meandrina",27.1996666666667,">14cm"
"1412",2132,"S11","T2","P. meandrina",6.05366666666667,">5cm-14cm"
"1413",2133,"S11","T2","P. verrucosa",5.05733333333333,">5cm-14cm"
"1414",2134,"S11","T2","P. meandrina",0.698666666666667,"0-2cm"
"1415",2135,"S11","T2","P. meandrina",15.89,">14cm"
"1416",2136,"S11","T2","P. meandrina",0.510333333333333,"0-2cm"
"1417",2137,"S11","T2","P. meandrina",22.9203333333333,">14cm"
"1418",2138,"S11","T2","P. tuahiniensis",100,">14cm"
"1419",2139,"S11","T2","P. meandrina",2.261,">2cm-5cm"
"1420",2140,"S11","T2","P. meandrina",0.822666666666667,"0-2cm"
"1421",2141,"S11","T2","P. meandrina",1.44433333333333,"0-2cm"
"1422",2142,"S11","T2","P. acuta",0.966666666666667,"0-2cm"
"1423",2143,"S11","T2","P. meandrina",19.3056666666667,">14cm"
"1424",2144,"S11","T2","P. meandrina",1.368,"0-2cm"
"1425",2145,"S11","T2","P. meandrina",11.3896666666667,">5cm-14cm"
"1426",2146,"S11","T2","P. meandrina",0.593333333333333,"0-2cm"
"1427",2147,"S11","T2","P. meandrina",11.84,">5cm-14cm"
"1428",2149,"S11","T2","P. meandrina",0.871666666666667,"0-2cm"
"1429",2150,"S11","T1","P. grandis",6.91933333333333,">5cm-14cm"
"1430",2151,"S11","T2","P. tuahiniensis",20.1713333333333,">14cm"
"1431",2152,"S11","T2","P. tuahiniensis",0.854,"0-2cm"
"1432",2153,"S11","T2","P. tuahiniensis",3.078,">2cm-5cm"
"1433",2154,"S11","T2","P. effusa",2.732,">2cm-5cm"
"1434",2155,"S11","T2","P. tuahiniensis",3.66666666666667,">2cm-5cm"
"1435",2156,"S11","T2","P. meandrina",5.51866666666667,">5cm-14cm"
"1436",2157,"S11","T2","P. meandrina",1.39033333333333,"0-2cm"
"1437",2158,"S11","T2","P. meandrina",2.18966666666667,">2cm-5cm"
"1438",2159,"S11","T2","P. meandrina",21.0833333333333,">14cm"
"1439",2163,"S11","T1","P. verrucosa",100,">14cm"
"1440",2168,"S11","T1","P. meandrina",1.218,"0-2cm"
"1441",2169,"S11","T1","P. acuta",0.759666666666667,"0-2cm"
"1442",2170,"S11","T2","P. meandrina",8.55833333333333,">5cm-14cm"
"1443",2171,"S15","T2","P. effusa",2.41733333333333,">2cm-5cm"
"1444",2171,"S15","T2","P. effusa",3.74433333333333,">2cm-5cm"
"1445",2171,"S2","T6","P. effusa",2.41733333333333,">2cm-5cm"
"1446",2171,"S2","T6","P. effusa",3.74433333333333,">2cm-5cm"
"1447",2172,"S2","T6","P. meandrina",2.16533333333333,">2cm-5cm"
"1448",2173,"S2","T6","P. effusa",4.10333333333333,">2cm-5cm"
"1449",2174,"S2","T6","P. effusa",2.27566666666667,">2cm-5cm"
"1450",2175,"S2","T6","P. grandis",2.031,">2cm-5cm"
"1451",2176,"S15","T2","P. meandrina",21.592,">14cm"
"1452",2177,"S15","T2","P. meandrina",7.261,">5cm-14cm"
"1453",2178,"S15","T2","P. meandrina",24.1176666666667,">14cm"
"1454",2180,"S15","T2","P. acuta",1.245,"0-2cm"
"1455",2181,"S15","T2","P. grandis",4.153,">2cm-5cm"
"1456",2183,"S15","T2","P. meandrina",4.69933333333333,">2cm-5cm"
"1457",2184,"S15","T2","P. meandrina",14.1823333333333,">14cm"
"1458",2185,"S15","T2","P. meandrina",11.4126666666667,">5cm-14cm"
"1459",2186,"S15","T2","P. meandrina",13.291,">5cm-14cm"
"1460",2187,"S15","T2","P. tuahiniensis",1.25666666666667,"0-2cm"
"1461",2188,"S15","T2","P. verrucosa",20.036,">14cm"
"1462",2189,"S15","T2","P. meandrina",0.621666666666667,"0-2cm"
"1463",2190,"S15","T2","P. meandrina",4.07766666666667,">2cm-5cm"
"1464",2191,"S15","T2","P. acuta",1.136,"0-2cm"
"1465",2192,"S15","T2","P. meandrina",25.5613333333333,">14cm"
"1466",2193,"S15","T2","P. meandrina",8.30833333333333,">5cm-14cm"
"1467",2195,"S15","T2","P. meandrina",1.32566666666667,"0-2cm"
"1468",2196,"S15","T2","P. meandrina",15.6746666666667,">14cm"
"1469",2197,"S15","T2","P. meandrina",8.26166666666667,">5cm-14cm"
"1470",2198,"S15","T2","P. meandrina",1.67333333333333,"0-2cm"
"1471",2202,"S15","T2","P. meandrina",1.16,"0-2cm"
"1472",2203,"S15","T2","P. meandrina",20.2616666666667,">14cm"
"1473",2204,"S15","T2","P. verrucosa",5.30066666666667,">5cm-14cm"
"1474",2205,"S15","T2","P. meandrina",24.9446666666667,">14cm"
"1475",2206,"S15","T2","P. meandrina",7.66566666666667,">5cm-14cm"
"1476",2208,"S15","T2","P. meandrina",20.3593333333333,">14cm"
"1477",2209,"S15","T2","P. verrucosa",26.332,">14cm"
"1478",2211,"S15","T2","P. verrucosa",10.6266666666667,">5cm-14cm"
"1479",2212,"S15","T2","P. tuahiniensis",1.158,"0-2cm"
"1480",2213,"S15","T2","P. meandrina",23.914,">14cm"
"1481",2214,"S15","T2","P. meandrina",16.9496666666667,">14cm"
"1482",2215,"S15","T2","P. tuahiniensis",17.844,">14cm"
"1483",2216,"S15","T2","P. verrucosa",38.953,">14cm"
"1484",2217,"S15","T2","P. tuahiniensis",14.9176666666667,">14cm"
"1485",2219,"S15","T2","P. meandrina",13.0173333333333,">5cm-14cm"
"1486",2220,"S15","T2","P. verrucosa",9.527,">5cm-14cm"
"1487",2221,"S15","T2","P. meandrina",1.246,"0-2cm"
"1488",2222,"S15","T2","P. verrucosa",100,">14cm"
"1489",2223,"S15","T2","P. verrucosa",17.364,">14cm"
"1490",2224,"S15","T2","P. verrucosa",36.28,">14cm"
"1491",2225,"S15","T2","P. meandrina",18.2786666666667,">14cm"
"1492",2226,"S2","T6","P. meandrina",4.161,">2cm-5cm"
"1493",2227,"S11","T2","P. meandrina",1.019,"0-2cm"
"1494",2228,"S11","T2","P. meandrina",10.0783333333333,">5cm-14cm"
"1495",2229,"S2","T6","P. tuahiniensis",150,">14cm"
"1496",2230,"S2","T6","P. meandrina",2.33733333333333,">2cm-5cm"
"1497",2231,"S2","T6","P. tuahiniensis",2.107,">2cm-5cm"
"1498",2233,"S2","T6","P. meandrina",2.25466666666667,">2cm-5cm"
"1499",2234,"S2","T6","P. meandrina",0.900333333333333,"0-2cm"
"1500",2235,"S2","T6","P. meandrina",2.46433333333333,">2cm-5cm"
"1501",2236,"S2","T6","P. meandrina",1.36866666666667,"0-2cm"
"1502",2237,"S11","T1","P. meandrina",4.64566666666667,">2cm-5cm"
"1503",2238,"S2","T6","P. meandrina",1.378,"0-2cm"
"1504",2239,"S2","T6","P. grandis",1.78233333333333,"0-2cm"
"1505",2240,"S11","T1","P. meandrina",1.55,"0-2cm"
"1506",2241,"S11","T1","P. meandrina",9.27966666666667,">5cm-14cm"
"1507",2242,"S11","T1","P. meandrina",1.16166666666667,"0-2cm"
"1508",2244,"S11","T1","P. grandis",100,">14cm"
"1509",2246,"S11","T1","P. meandrina",5.84933333333333,">5cm-14cm"
"1510",2247,"S11","T1","P. meandrina",13.1943333333333,">5cm-14cm"
"1511",2248,"S11","T1","P. grandis",12.5213333333333,">5cm-14cm"
"1512",2249,"S11","T1","P. grandis",100,">14cm"
"1513",2250,"S11","T1","P. meandrina",100,">14cm"
"1514",2251,"S11","T1","P. meandrina",1.12733333333333,"0-2cm"
"1515",2252,"S11","T1","P. meandrina",0.656,"0-2cm"
"1516",2252,"S11","T1","P. meandrina",13.3923333333333,">5cm-14cm"
"1517",2252,"S15","T4","P. meandrina",0.656,"0-2cm"
"1518",2252,"S15","T4","P. meandrina",13.3923333333333,">5cm-14cm"
"1519",2256,"S11","T1","P. meandrina",9.95833333333333,">5cm-14cm"
"1520",2259,"S11","T1","P. meandrina",0.442,"0-2cm"
"1521",2260,"S11","T1","P. meandrina",4.52633333333333,">2cm-5cm"
"1522",2261,"S11","T1","P. meandrina",2.685,">2cm-5cm"
"1523",2262,"S11","T1","P. meandrina",9.434,">5cm-14cm"
"1524",2263,"S11","T1","P. meandrina",2.829,">2cm-5cm"
"1525",2264,"S11","T1","P. grandis",7.17266666666667,">5cm-14cm"
"1526",2265,"S11","T1","P. effusa",1.38966666666667,"0-2cm"
"1527",2266,"S11","T1","P. meandrina",8.867,">5cm-14cm"
"1528",2267,"S11","T1","P. meandrina",10.322,">5cm-14cm"
"1529",2271,"S11","T1","P. tuahiniensis",100,">14cm"
"1530",2272,"S11","T1","P. grandis",100,">14cm"
"1531",2273,"S11","T1","P. meandrina",8.05,">5cm-14cm"
"1532",2274,"S11","T1","P. meandrina",100,">14cm"
"1533",2276,"S11","T1","P. meandrina",12.6336666666667,">5cm-14cm"
"1534",2277,"S11","T1","P. meandrina",1.23566666666667,"0-2cm"
"1535",2278,"S11","T1","P. meandrina",8.04266666666667,">5cm-14cm"
"1536",2279,"S11","T1","P. meandrina",8.586,">5cm-14cm"
"1537",2280,"S11","T1","P. meandrina",7.92566666666667,">5cm-14cm"
"1538",2281,"S11","T1","P. meandrina",2.88833333333333,">2cm-5cm"
"1539",2282,"S11","T1","P. verrucosa",100,">14cm"
"1540",2283,"S11","T1","P. meandrina",12.9646666666667,">5cm-14cm"
"1541",2284,"S11","T1","P. tuahiniensis",1.05566666666667,"0-2cm"
"1542",2285,"S11","T1","P. grandis",1.60766666666667,"0-2cm"
"1543",2286,"S11","T1","P. meandrina",0.757666666666667,"0-2cm"
"1544",2287,"S11","T1","P. meandrina",13.841,">5cm-14cm"
"1545",2288,"S11","T1","P. meandrina",21.832,">14cm"
"1546",2289,"S11","T1","P. grandis",12.7693333333333,">5cm-14cm"
"1547",2290,"S11","T1","P. meandrina",0.894666666666667,"0-2cm"
"1548",2291,"S11","T1","P. meandrina",14.3243333333333,">14cm"
"1549",2292,"S11","T1","P. meandrina",5.59,">5cm-14cm"
"1550",2293,"S11","T1","P. meandrina",7.31966666666667,">5cm-14cm"
"1551",2294,"S11","T1","P. meandrina",9.72666666666667,">5cm-14cm"
"1552",2295,"S11","T1","P. acuta",0.751666666666667,"0-2cm"
"1553",2296,"S11","T1","P. acuta",1.31733333333333,"0-2cm"
"1554",2297,"S11","T1","P. meandrina",0.712,"0-2cm"
"1555",2298,"S11","T1","P. meandrina",1.869,"0-2cm"
"1556",2299,"S11","T1","P. meandrina",2.27366666666667,">2cm-5cm"
"1557",2300,"S11","T1","P. meandrina",0.463333333333333,"0-2cm"
"1558",2301,"S11","T1","P. meandrina",12.6436666666667,">5cm-14cm"
"1559",2302,"S11","T1","P. meandrina",10.8316666666667,">5cm-14cm"
"1560",2303,"S11","T1","P. meandrina",1.57366666666667,"0-2cm"
"1561",2304,"S11","T1","P. effusa",2.54133333333333,">2cm-5cm"
"1562",2306,"S11","T1","P. meandrina",0.718333333333333,"0-2cm"
"1563",2308,"S11","T1","P. meandrina",0.815333333333333,"0-2cm"
"1564",2309,"S11","T1","P. meandrina",0.631,"0-2cm"
"1565",2310,"S11","T1","P. meandrina",1.299,"0-2cm"
"1566",2311,"S11","T1","P. effusa",2.00566666666667,">2cm-5cm"
"1567",2312,"S11","T1","P. meandrina",0.621333333333333,"0-2cm"
"1568",2314,"S11","T1","P. acuta",1.216,"0-2cm"
"1569",2315,"S11","T1","P. acuta",0.465333333333333,"0-2cm"
"1570",2317,"S11","T1","P. tuahiniensis",11.9156666666667,">5cm-14cm"
"1571",2318,"S11","T1","P. meandrina",1.36233333333333,"0-2cm"
"1572",2319,"S11","T1","P. meandrina",0.886333333333333,"0-2cm"
"1573",2320,"S11","T1","P. effusa",0.675,"0-2cm"
"1574",2321,"S11","T1","P. meandrina",6.10266666666667,">5cm-14cm"
"1575",2322,"S11","T1","P. grandis",12.9366666666667,">5cm-14cm"
"1576",2323,"S11","T1","P. meandrina",150,">14cm"
"1577",2324,"S11","T1","P. meandrina",0.967,"0-2cm"
"1578",2325,"S15","T3","P. tuahiniensis",4.87866666666667,">2cm-5cm"
"1579",2328,"S15","T3","P. meandrina",1.02633333333333,"0-2cm"
"1580",2329,"S15","T3","P. meandrina",2.11266666666667,">2cm-5cm"
"1581",2330,"S15","T3","P. meandrina",11.436,">5cm-14cm"
"1582",2331,"S15","T3","P. acuta",1.94533333333333,"0-2cm"
"1583",2332,"S15","T3","P. meandrina",15.7733333333333,">14cm"
