Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2018,LTER_5,Fringing,Turbinaria,1849,26.86,4.36,0.97,27.76,NA
2018,LTER_5,Fringing,Turbinaria,2726,26.69,3.97,0.66,40.66,NA
2018,LTER_5,Fringing,Turbinaria,2193,30.26,4.1,0.92,32.72,NA
2018,LTER_5,Fringing,Turbinaria,1910,27.9,3.94,0.9,30.86,NA
2018,LTER_5,Fringing,Turbinaria,2392,28.14,3.55,1.06,26.63,NA
2018,LTER_5,Reefcrest,Turbinaria,2636,24.42,3.91,0.66,36.8,NA
2018,LTER_5,Reefcrest,Turbinaria,2404,23.85,3.72,0.78,30.48,NA
2018,LTER_5,Reefcrest,Turbinaria,2323,24.08,4.02,0.76,31.5,NA
2018,LTER_5,Reefcrest,Turbinaria,2522,29.98,4.83,0.83,36.16,NA
2018,LTER_5,Reefcrest,Turbinaria,4246,25.98,4.35,0.64,40.91,NA
2018,LTER_6,Backreef,Turbinaria,2983,21.08,3.2,0.69,30.41,NA
2018,LTER_6,Backreef,Turbinaria,2449,31.77,4.77,0.89,35.82,NA
2018,LTER_6,Backreef,Turbinaria,3972,25.49,3.92,0.6,42.28,NA
2018,LTER_6,Backreef,Turbinaria,2594,25.85,4.05,0.89,29.12,NA
2018,LTER_6,Backreef,Turbinaria,3766,25.73,4.1,0.68,37.78,NA
2018,LTER_6,Fringing,Turbinaria,2153,23.51,3.45,0.7,33.35,NA
2018,LTER_6,Fringing,Turbinaria,2154,22.41,3.15,0.72,31,NA
2018,LTER_6,Fringing,Turbinaria,2300,23.37,3.24,0.61,38.04,NA
2018,LTER_6,Fringing,Turbinaria,3043,24.32,3.1,0.75,32.41,NA
2018,LTER_6,Fringing,Turbinaria,2751,22.9,3.17,0.66,34.96,NA
2018,LTER_6,Reefcrest,Turbinaria,2331,30.26,4.69,0.61,49.46,NA
2018,LTER_6,Reefcrest,Turbinaria,2959,26.17,3.99,0.51,51.02,NA
2018,LTER_6,Reefcrest,Turbinaria,2030,25.75,3.81,0.57,45.39,NA
2018,LTER_6,Reefcrest,Turbinaria,2686,25.38,3.8,0.52,48.7,NA
2018,LTER_6,Reefcrest,Turbinaria,3213,25.39,3.87,0.53,47.59,NA
2019,LTER_1,Backreef,Turbinaria,3614,20.99,2.96,0.5,42.09,NA
2019,LTER_1,Backreef,Turbinaria,3896,23.65,3.42,0.46,51.5,NA
2019,LTER_1,Backreef,Turbinaria,2965,20.81,3,0.41,51.34,NA
2019,LTER_1,Backreef,Turbinaria,3165,22.32,3.09,0.52,42.67,NA
2019,LTER_1,Backreef,Turbinaria,3040,20.52,2.94,0.5,40.98,NA
2019,LTER_1,Fringing,Turbinaria,2479,24.98,3.44,0.62,40.33,NA
2019,LTER_1,Fringing,Turbinaria,2379,24.47,3.43,0.68,35.75,NA
2019,LTER_1,Fringing,Turbinaria,2989,21.3,2.94,0.58,36.65,NA
2019,LTER_1,Fringing,Turbinaria,2373,22.85,3.18,0.5,45.64,NA
2019,LTER_1,Fringing,Turbinaria,2483,25.1,3.48,0.81,31.02,NA
2019,LTER_1,Reefcrest,Turbinaria,2174,23.92,3.34,0.61,38.95,NA
2019,LTER_1,Reefcrest,Turbinaria,3659,24.3,3.25,0.66,36.79,NA
2019,LTER_1,Reefcrest,Turbinaria,2807,22.81,3.17,0.74,30.74,NA
2019,LTER_1,Reefcrest,Turbinaria,2868,23.94,3.21,0.74,32.14,NA
2019,LTER_1,Reefcrest,Turbinaria,3292,23.64,3.17,0.7,33.88,NA
2019,LTER_2,Backreef,Turbinaria,2478,25.23,3.63,0.49,51.36,NA
2019,LTER_2,Backreef,Turbinaria,2272,22.43,3.44,0.39,57.98,NA
2019,LTER_2,Backreef,Turbinaria,2433,20.57,3.07,0.43,48.07,NA
2019,LTER_2,Backreef,Turbinaria,3451,25.58,3.78,0.58,44.41,NA
2019,LTER_2,Backreef,Turbinaria,2653,24.42,3.76,0.44,55.07,NA
2019,LTER_2,Fringing,Turbinaria,2494,24.56,3.61,0.8,30.6,NA
2019,LTER_2,Fringing,Turbinaria,2474,24.24,3.57,0.65,37.57,NA
2019,LTER_2,Fringing,Turbinaria,3000,24.96,3.27,1,25.01,NA
2019,LTER_2,Fringing,Turbinaria,2793,24.64,3.61,0.69,35.83,NA
2019,LTER_2,Fringing,Turbinaria,3594,25,3.49,0.77,32.27,NA
2019,LTER_2,Reefcrest,Turbinaria,2360,23.93,3.49,0.57,42.17,NA
2019,LTER_2,Reefcrest,Turbinaria,2796,23.46,3.5,0.64,36.75,NA
2019,LTER_2,Reefcrest,Turbinaria,3274,25.03,3.69,0.61,41.21,NA
2019,LTER_2,Reefcrest,Turbinaria,3458,23.33,3.5,0.49,47.72,NA
2019,LTER_2,Reefcrest,Turbinaria,2962,24.5,3.66,0.51,47.92,NA
2019,LTER_3,Backreef,Turbinaria,2595,27.81,4.17,0.65,42.85,NA
2019,LTER_3,Backreef,Turbinaria,2296,27.57,4.22,0.54,51.22,NA
2019,LTER_3,Backreef,Turbinaria,2832,26.47,4.02,0.59,44.87,NA
2019,LTER_3,Backreef,Turbinaria,2342,28.59,4.43,0.49,58,NA
2019,LTER_3,Backreef,Turbinaria,2342,27.43,4.15,0.56,49.26,NA
2019,LTER_3,Fringing,Turbinaria,3055,23.34,3.11,0.62,37.56,NA
2019,LTER_3,Fringing,Turbinaria,2850,23.63,3.46,0.67,35.48,NA
2019,LTER_3,Fringing,Turbinaria,3058,24.94,3.64,0.62,40.18,NA
2019,LTER_3,Fringing,Turbinaria,2469,24.04,3.29,0.66,36.33,NA
2019,LTER_3,Fringing,Turbinaria,1944,24.49,3.6,0.69,35.72,NA
2019,LTER_3,Reefcrest,Turbinaria,2099,27.59,4.23,0.54,50.76,NA
2019,LTER_3,Reefcrest,Turbinaria,2522,26.6,3.95,0.51,51.99,NA
2019,LTER_3,Reefcrest,Turbinaria,3271,24.02,3.62,0.6,39.89,NA
2019,LTER_3,Reefcrest,Turbinaria,3344,26.47,4.08,0.41,64.52,NA
2019,LTER_3,Reefcrest,Turbinaria,2560,27.48,4.18,0.64,43.17,NA
2019,LTER_4,Backreef,Turbinaria,3283,23.04,3.39,0.51,44.95,NA
2019,LTER_4,Backreef,Turbinaria,2794,25.66,3.85,0.45,56.64,NA
2019,LTER_4,Backreef,Turbinaria,2494,20.87,3.26,0.35,60.4,NA
2019,LTER_4,Backreef,Turbinaria,3451,27.03,3.83,0.46,59.21,NA
2019,LTER_4,Backreef,Turbinaria,2354,23.65,3.58,0.5,47.54,NA
2019,LTER_4,Fringing,Turbinaria,3347,20.58,3.06,0.53,38.75,NA
2019,LTER_4,Fringing,Turbinaria,2264,23.9,3.09,0.52,46,NA
2019,LTER_4,Fringing,Turbinaria,3149,22.4,3.22,0.57,39.1,NA
2019,LTER_4,Fringing,Turbinaria,3253,22.66,3.26,0.63,35.68,NA
2019,LTER_4,Fringing,Turbinaria,1958,20.57,3.17,0.53,39.01,NA
2019,LTER_4,Reefcrest,Turbinaria,2315,21.79,3.28,0.38,57.63,NA
2019,LTER_4,Reefcrest,Turbinaria,3284,23.35,3.31,0.36,64.71,NA
2019,LTER_4,Reefcrest,Turbinaria,1897,20.02,3.13,0.33,61.33,NA
2019,LTER_4,Reefcrest,Turbinaria,1961,23.89,3.55,0.41,58,NA
2019,LTER_4,Reefcrest,Turbinaria,2278,22.34,3.19,0.37,59.99,NA
2019,LTER_5,Backreef,Turbinaria,3276,27.01,3.58,0.81,33.35,NA
2019,LTER_5,Backreef,Turbinaria,2966,28.16,4.16,0.62,45.31,NA
2019,LTER_5,Backreef,Turbinaria,2951,29.62,4.19,0.58,50.66,NA
2019,LTER_5,Backreef,Turbinaria,2909,27.46,3.92,0.71,38.68,NA
2019,LTER_5,Backreef,Turbinaria,2122,27.9,3.97,0.76,36.82,NA
2019,LTER_5,Fringing,Turbinaria,2743,25.56,3.45,0.8,31.92,NA
2019,LTER_5,Fringing,Turbinaria,2693,24.07,3.24,0.66,36.47,NA
2019,LTER_5,Fringing,Turbinaria,2368,24.84,3.28,0.7,35.7,NA
2019,LTER_5,Fringing,Turbinaria,2658,21.89,3.15,0.58,38,NA
2019,LTER_5,Fringing,Turbinaria,2490,21.51,3.14,0.64,33.57,NA
2019,LTER_5,Reefcrest,Turbinaria,3123,27.61,3.97,0.56,49.6,NA
2019,LTER_5,Reefcrest,Turbinaria,3580,27.77,3.92,0.53,52.09,NA
2019,LTER_5,Reefcrest,Turbinaria,4177,25.43,3.63,0.54,47.24,NA
2019,LTER_5,Reefcrest,Turbinaria,2824,24.64,3.47,0.62,40.05,NA
2019,LTER_5,Reefcrest,Turbinaria,2622,27.65,3.79,0.62,44.38,NA
2019,LTER_6,Backreef,Turbinaria,3057,28.62,4.31,0.73,38.99,NA
2019,LTER_6,Backreef,Turbinaria,3156,29.31,4.69,0.64,46.01,NA
2019,LTER_6,Backreef,Turbinaria,3625,30.19,4.84,0.67,45.35,NA
2019,LTER_6,Backreef,Turbinaria,2892,28.65,4.44,0.72,39.66,NA
2019,LTER_6,Backreef,Turbinaria,3417,29.01,4.66,0.64,45.48,NA
2019,LTER_6,Fringing,Turbinaria,2718,18.53,3.07,0.51,36.63,NA
2019,LTER_6,Fringing,Turbinaria,2817,20.56,3.18,0.52,39.51,NA
2019,LTER_6,Fringing,Turbinaria,2049,21.71,3.37,0.53,40.83,NA
2019,LTER_6,Fringing,Turbinaria,2263,23.59,3.28,0.51,46.6,NA
2019,LTER_6,Fringing,Turbinaria,2428,21.76,3.31,0.51,42.68,NA
2019,LTER_6,Reefcrest,Turbinaria,2960,29.04,4.62,0.6,48.37,NA
2019,LTER_6,Reefcrest,Turbinaria,3368,28.31,4.56,0.67,42.48,NA
2019,LTER_6,Reefcrest,Turbinaria,3435,29.54,4.71,0.69,42.97,NA
2019,LTER_6,Reefcrest,Turbinaria,3470,29.37,4.76,0.62,47.6,NA
2019,LTER_6,Reefcrest,Turbinaria,2236,29.52,4.66,0.72,41.03,NA
2020,LTER_1,Backreef,Turbinaria,3105,27.58,3.74,0.66,41.62,NA
2020,LTER_1,Backreef,Turbinaria,3099,28.02,3.87,0.61,46.03,NA
2020,LTER_1,Backreef,Turbinaria,2102,28.04,3.86,0.69,40.89,NA
2020,LTER_1,Backreef,Turbinaria,2651,28.16,3.84,0.55,50.87,NA
2020,LTER_1,Backreef,Turbinaria,2343,28.56,3.95,0.53,54.32,NA
2020,LTER_1,Backreef,Turbinaria,2679,28,3.81,0.63,44.38,NA
2020,LTER_1,Backreef,Turbinaria,2192,27.38,3.71,0.66,41.27,NA
2020,LTER_1,Backreef,Turbinaria,3039,25.87,3.51,0.67,38.7,NA
2020,LTER_1,Backreef,Turbinaria,2663,27.84,3.79,0.6,46.38,NA
2020,LTER_1,Backreef,Turbinaria,2217,28.33,3.87,0.51,55.73,NA
2020,LTER_1,Fringing,Turbinaria,2328,27.75,3.7,0.68,40.78,NA
2020,LTER_1,Fringing,Turbinaria,2483,27.76,3.67,0.64,43.51,NA
2020,LTER_1,Fringing,Turbinaria,2318,28.77,3.76,0.66,43.55,NA
2020,LTER_1,Fringing,Turbinaria,2887,26.82,3.55,0.8,33.51,NA
2020,LTER_1,Fringing,Turbinaria,2712,28.75,3.79,0.7,41.31,NA
2020,LTER_1,Fringing,Turbinaria,2287,27.63,3.63,0.69,40.23,NA
2020,LTER_1,Fringing,Turbinaria,2708,28.09,3.69,0.67,42.05,NA
2020,LTER_1,Fringing,Turbinaria,3035,28.6,3.77,0.67,42.7,NA
2020,LTER_1,Fringing,Turbinaria,2308,29.12,3.77,0.81,35.85,NA
2020,LTER_1,Fringing,Turbinaria,2236,28.26,3.7,0.68,41.26,NA
2020,LTER_1,Reefcrest,Turbinaria,2519,29.58,3.99,0.6,49.02,NA
2020,LTER_1,Reefcrest,Turbinaria,2381,27.91,3.76,0.6,46.52,NA
2020,LTER_1,Reefcrest,Turbinaria,2955,27.89,3.75,0.58,48.38,NA
2020,LTER_1,Reefcrest,Turbinaria,3085,28.23,3.73,0.65,43.73,NA
2020,LTER_1,Reefcrest,Turbinaria,2855,26.95,3.59,0.57,46.98,NA
2020,LTER_1,Reefcrest,Turbinaria,2679,27.26,3.6,0.6,45.3,NA
2020,LTER_1,Reefcrest,Turbinaria,2370,27.07,3.51,0.66,40.85,NA
2020,LTER_1,Reefcrest,Turbinaria,2998,27.08,3.55,0.69,39.43,NA
2020,LTER_1,Reefcrest,Turbinaria,2560,26.56,3.51,0.63,41.87,NA
2020,LTER_1,Reefcrest,Turbinaria,2548,27.21,3.59,0.62,43.77,NA
2020,LTER_2,Backreef,Turbinaria,2763,27.58,3.62,0.7,39.55,NA
2020,LTER_2,Backreef,Turbinaria,2254,27.41,3.57,0.81,33.67,NA
2020,LTER_2,Backreef,Turbinaria,2340,29.39,3.76,0.7,42.13,NA
2020,LTER_2,Backreef,Turbinaria,2886,27.9,3.6,0.72,38.5,NA
2020,LTER_2,Backreef,Turbinaria,2645,28.01,3.66,0.58,48.59,NA
2020,LTER_2,Backreef,Turbinaria,2694,27.65,3.57,0.74,37.56,NA
2020,LTER_2,Backreef,Turbinaria,2284,26.89,3.51,0.77,34.74,NA
2020,LTER_2,Backreef,Turbinaria,2761,28.93,3.74,0.65,44.51,NA
2020,LTER_2,Backreef,Turbinaria,2915,26.97,3.51,0.73,36.88,NA
2020,LTER_2,Backreef,Turbinaria,2213,27.46,3.52,0.81,33.87,NA
2020,LTER_2,Fringing,Turbinaria,2535,27.61,3.69,0.93,29.68,NA
2020,LTER_2,Fringing,Turbinaria,2927,26.66,3.5,0.87,30.66,NA
2020,LTER_2,Fringing,Turbinaria,2215,26.49,3.47,0.91,28.97,NA
2020,LTER_2,Fringing,Turbinaria,2725,26.39,3.49,0.92,28.71,NA
2020,LTER_2,Fringing,Turbinaria,2371,26.61,3.49,0.98,27.22,NA
2020,LTER_2,Fringing,Turbinaria,2996,26.99,3.56,0.79,34.29,NA
2020,LTER_2,Fringing,Turbinaria,2917,26.95,3.62,0.88,30.67,NA
2020,LTER_2,Fringing,Turbinaria,2028,26.87,3.63,0.87,31,NA
2020,LTER_2,Fringing,Turbinaria,2028,26.2,3.51,0.81,32.46,NA
2020,LTER_2,Fringing,Turbinaria,2390,27.54,3.77,0.88,31.25,NA
2020,LTER_2,Reefcrest,Turbinaria,2378,28.71,3.78,0.78,36.6,NA
2020,LTER_2,Reefcrest,Turbinaria,2226,27.24,3.66,0.73,37.3,NA
2020,LTER_2,Reefcrest,Turbinaria,2815,28.1,3.74,0.88,32.09,NA
2020,LTER_2,Reefcrest,Turbinaria,2867,28.73,3.88,0.77,37.46,NA
2020,LTER_2,Reefcrest,Turbinaria,2379,28.75,3.83,0.86,33.55,NA
2020,LTER_2,Reefcrest,Turbinaria,2656,28.85,3.83,0.64,44.92,NA
2020,LTER_2,Reefcrest,Turbinaria,2736,28.74,3.82,0.66,43.4,NA
2020,LTER_2,Reefcrest,Turbinaria,2614,28.88,3.83,0.75,38.55,NA
2020,LTER_2,Reefcrest,Turbinaria,3004,29.24,3.91,0.86,33.98,NA
2020,LTER_2,Reefcrest,Turbinaria,2926,28.87,3.87,0.87,33.37,NA
2020,LTER_3,Backreef,Turbinaria,2226,29.08,3.99,0.6,48.73,NA
2020,LTER_3,Backreef,Turbinaria,2232,30.76,4.23,0.69,44.5,NA
2020,LTER_3,Backreef,Turbinaria,2347,30.43,4.22,0.65,46.69,NA
2020,LTER_3,Backreef,Turbinaria,2447,33.82,4.59,0.84,40.05,NA
2020,LTER_3,Backreef,Turbinaria,2663,32.19,4.37,0.8,40.43,NA
2020,LTER_3,Backreef,Turbinaria,2395,31.46,4.33,0.63,49.7,NA
2020,LTER_3,Backreef,Turbinaria,2099,30.53,4.11,0.72,42.26,NA
2020,LTER_3,Backreef,Turbinaria,2615,32.39,4.31,0.83,39.21,NA
2020,LTER_3,Backreef,Turbinaria,2417,31.22,4.21,0.77,40.46,NA
2020,LTER_3,Backreef,Turbinaria,2574,33.94,4.58,0.76,44.91,NA
2020,LTER_3,Fringing,Turbinaria,2418,27.18,3.62,0.78,34.81,NA
2020,LTER_3,Fringing,Turbinaria,2241,27.14,3.7,0.75,36.24,NA
2020,LTER_3,Fringing,Turbinaria,2832,27.78,3.78,0.76,36.36,NA
2020,LTER_3,Fringing,Turbinaria,2273,27.67,3.8,0.66,42.09,NA
2020,LTER_3,Fringing,Turbinaria,2437,27.35,3.75,0.75,36.58,NA
2020,LTER_3,Fringing,Turbinaria,2324,28.26,3.89,0.76,37.11,NA
2020,LTER_3,Fringing,Turbinaria,2357,27.47,3.74,0.66,41.5,NA
2020,LTER_3,Fringing,Turbinaria,2453,27.73,3.78,0.81,34.36,NA
2020,LTER_3,Fringing,Turbinaria,2437,27.08,3.7,0.85,31.86,NA
2020,LTER_3,Fringing,Turbinaria,3280,27.34,3.7,0.74,36.77,NA
2020,LTER_3,Reefcrest,Turbinaria,2269,29.9,4.05,0.64,46.82,NA
2020,LTER_3,Reefcrest,Turbinaria,2996,30,4.18,0.73,41.09,NA
2020,LTER_3,Reefcrest,Turbinaria,2473,29.73,3.89,0.64,46.28,NA
2020,LTER_3,Reefcrest,Turbinaria,2506,32.4,4.41,0.64,50.68,NA
2020,LTER_3,Reefcrest,Turbinaria,2702,31.76,4.28,0.76,41.66,NA
2020,LTER_3,Reefcrest,Turbinaria,2173,30.33,4.16,0.65,46.62,NA
2020,LTER_3,Reefcrest,Turbinaria,2891,30.39,4.22,0.55,55.31,NA
2020,LTER_3,Reefcrest,Turbinaria,2627,30.26,4.17,0.59,51.35,NA
2020,LTER_3,Reefcrest,Turbinaria,2666,29.5,3.93,0.68,43.6,NA
2020,LTER_3,Reefcrest,Turbinaria,2201,32.2,4.22,0.78,41.45,NA
2020,LTER_4,Backreef,Turbinaria,2467,27.44,3.76,0.7,39.42,NA
2020,LTER_4,Backreef,Turbinaria,2477,29.6,4.14,0.57,51.78,NA
2020,LTER_4,Backreef,Turbinaria,2675,29.96,4.1,0.83,36.17,NA
2020,LTER_4,Backreef,Turbinaria,2326,32.63,4.5,0.78,41.64,NA
2020,LTER_4,Backreef,Turbinaria,2129,31.44,4.38,0.63,49.56,NA
2020,LTER_4,Backreef,Turbinaria,2877,31.01,4.24,0.72,42.8,NA
2020,LTER_4,Backreef,Turbinaria,2537,31.68,4.23,0.81,39,NA
2020,LTER_4,Backreef,Turbinaria,2875,31,4.26,0.65,47.79,NA
2020,LTER_4,Backreef,Turbinaria,2656,31.66,4.4,0.62,51.16,NA
2020,LTER_4,Backreef,Turbinaria,2563,33.61,4.7,0.72,46.84,NA
2020,LTER_4,Fringing,Turbinaria,2854,28.07,3.79,0.64,43.87,NA
2020,LTER_4,Fringing,Turbinaria,2889,28.74,3.9,0.71,40.29,NA
2020,LTER_4,Fringing,Turbinaria,2272,28.68,3.82,0.79,36.37,NA
2020,LTER_4,Fringing,Turbinaria,2531,28.69,3.85,0.67,42.7,NA
2020,LTER_4,Fringing,Turbinaria,3147,28.58,3.84,0.72,39.59,NA
2020,LTER_4,Fringing,Turbinaria,2433,29.78,4.08,0.68,43.94,NA
2020,LTER_4,Fringing,Turbinaria,2668,30.91,4.16,0.78,39.71,NA
2020,LTER_4,Fringing,Turbinaria,2836,28.99,3.94,0.73,39.83,NA
2020,LTER_4,Fringing,Turbinaria,2481,28.89,3.92,0.69,41.83,NA
2020,LTER_4,Fringing,Turbinaria,2595,29.5,3.99,0.73,40.66,NA
2020,LTER_4,Reefcrest,Turbinaria,2496,29.86,4.12,0.64,46.83,NA
2020,LTER_4,Reefcrest,Turbinaria,2298,30.69,4.22,0.7,43.61,NA
2020,LTER_4,Reefcrest,Turbinaria,2775,31.92,4.4,0.68,47.17,NA
2020,LTER_4,Reefcrest,Turbinaria,2309,32.36,4.36,0.82,39.51,NA
2020,LTER_4,Reefcrest,Turbinaria,2484,31.33,4.3,0.65,48.11,NA
2020,LTER_4,Reefcrest,Turbinaria,2076,29.32,4.01,0.65,44.87,NA
2020,LTER_4,Reefcrest,Turbinaria,2183,30.17,4.25,0.53,56.74,NA
2020,LTER_4,Reefcrest,Turbinaria,2265,32.96,4.54,0.71,46.53,NA
2020,LTER_4,Reefcrest,Turbinaria,2460,31.3,4.37,0.69,45.28,NA
2020,LTER_4,Reefcrest,Turbinaria,2194,32.37,4.21,0.66,49.06,NA
2020,LTER_5,Backreef,Turbinaria,2599,28.41,3.79,0.65,43.41,NA
2020,LTER_5,Backreef,Turbinaria,2226,29.06,4.02,0.54,54.08,NA
2020,LTER_5,Backreef,Turbinaria,2407,29.07,3.99,0.55,52.65,NA
2020,LTER_5,Backreef,Turbinaria,2619,28.95,3.98,0.56,51.88,NA
2020,LTER_5,Backreef,Turbinaria,2662,28.92,3.95,0.57,50.39,NA
2020,LTER_5,Backreef,Turbinaria,2647,29.47,4.05,0.64,46.23,NA
2020,LTER_5,Backreef,Turbinaria,2739,28.8,3.9,0.68,42.41,NA
2020,LTER_5,Backreef,Turbinaria,2658,27.92,3.78,0.73,38,NA
2020,LTER_5,Backreef,Turbinaria,2583,28.49,3.84,0.77,36.93,NA
2020,LTER_5,Backreef,Turbinaria,2534,28.31,3.83,0.6,46.94,NA
2020,LTER_5,Fringing,Turbinaria,2581,27.29,3.62,0.71,38.59,NA
2020,LTER_5,Fringing,Turbinaria,2816,27.53,3.62,0.75,36.48,NA
2020,LTER_5,Fringing,Turbinaria,2752,28.54,3.84,0.74,38.37,NA
2020,LTER_5,Fringing,Turbinaria,2496,28.9,3.88,0.84,34.59,NA
2020,LTER_5,Fringing,Turbinaria,2315,26.97,3.56,0.69,39.26,NA
2020,LTER_5,Fringing,Turbinaria,2359,26.28,3.44,0.69,38.35,NA
2020,LTER_5,Fringing,Turbinaria,2617,28.9,3.83,0.77,37.42,NA
2020,LTER_5,Fringing,Turbinaria,2125,27.68,3.6,0.72,38.57,NA
2020,LTER_5,Fringing,Turbinaria,2036,31,3.96,0.92,33.86,NA
2020,LTER_5,Fringing,Turbinaria,2564,28.87,3.92,0.7,41.15,NA
2020,LTER_5,Reefcrest,Turbinaria,2314,29.32,3.97,0.7,41.85,NA
2020,LTER_5,Reefcrest,Turbinaria,3025,31.27,4.36,0.56,55.61,NA
2020,LTER_5,Reefcrest,Turbinaria,2805,30.42,4.24,0.58,52.63,NA
2020,LTER_5,Reefcrest,Turbinaria,3297,29.3,4,0.63,46.6,NA
2020,LTER_5,Reefcrest,Turbinaria,2814,30.71,4.21,0.59,52.04,NA
2020,LTER_5,Reefcrest,Turbinaria,2198,29.52,3.98,0.61,48.35,NA
2020,LTER_5,Reefcrest,Turbinaria,2643,27.96,3.66,0.74,37.79,NA
2020,LTER_5,Reefcrest,Turbinaria,2662,31.39,4.43,0.63,49.68,NA
2020,LTER_5,Reefcrest,Turbinaria,2742,31.58,4.49,0.61,51.5,NA
2020,LTER_5,Reefcrest,Turbinaria,2495,29.56,4.08,0.61,48.34,NA
2020,LTER_6,Backreef,Turbinaria,2299,29.91,4.09,0.63,47.46,NA
2020,LTER_6,Backreef,Turbinaria,2705,28.89,3.86,0.69,41.86,NA
2020,LTER_6,Backreef,Turbinaria,2695,30.11,4.21,0.62,48.95,NA
2020,LTER_6,Backreef,Turbinaria,2420,28.48,3.84,0.66,43.27,NA
2020,LTER_6,Backreef,Turbinaria,2579,29.9,4.13,0.61,49.22,NA
2020,LTER_6,Backreef,Turbinaria,2554,28.76,3.9,0.64,45.01,NA
2020,LTER_6,Backreef,Turbinaria,2677,28.62,3.89,0.65,43.81,NA
2020,LTER_6,Backreef,Turbinaria,2316,28.7,3.91,0.55,51.96,NA
2020,LTER_6,Backreef,Turbinaria,2365,30.19,4.14,0.75,40.51,NA
2020,LTER_6,Backreef,Turbinaria,2660,29.93,4.16,0.6,49.59,NA
2020,LTER_6,Fringing,Turbinaria,2231,31.93,4.59,0.53,60.1,NA
2020,LTER_6,Fringing,Turbinaria,2478,32.36,4.78,0.51,63.51,NA
2020,LTER_6,Fringing,Turbinaria,2884,31.62,4.62,0.55,57.07,NA
2020,LTER_6,Fringing,Turbinaria,2149,30.97,4.42,0.47,66.22,NA
2020,LTER_6,Fringing,Turbinaria,3004,31.6,4.53,0.6,52.99,NA
2020,LTER_6,Fringing,Turbinaria,2205,30.82,4.39,0.57,53.82,NA
2020,LTER_6,Fringing,Turbinaria,3051,29.86,4.18,0.53,56.11,NA
2020,LTER_6,Fringing,Turbinaria,2746,33.09,4.95,0.55,60.28,NA
2020,LTER_6,Fringing,Turbinaria,2675,30.5,4.29,0.55,55.55,NA
2020,LTER_6,Fringing,Turbinaria,2780,29.74,4.14,0.57,51.74,NA
2020,LTER_6,Reefcrest,Turbinaria,2335,26.14,3.45,0.89,29.41,NA
2020,LTER_6,Reefcrest,Turbinaria,2307,26.43,3.42,0.72,36.78,NA
2020,LTER_6,Reefcrest,Turbinaria,2628,26.73,3.56,0.75,35.64,NA
2020,LTER_6,Reefcrest,Turbinaria,3034,25.63,3.35,0.77,33.47,NA
2020,LTER_6,Reefcrest,Turbinaria,2901,26.82,3.49,0.85,31.37,NA
2020,LTER_6,Reefcrest,Turbinaria,2466,27.38,3.57,0.73,37.76,NA
2020,LTER_6,Reefcrest,Turbinaria,2161,27.31,3.5,0.79,34.44,NA
2020,LTER_6,Reefcrest,Turbinaria,3168,26.45,3.5,0.79,33.52,NA
2020,LTER_6,Reefcrest,Turbinaria,2462,28.21,3.78,0.71,39.63,NA
2020,LTER_6,Reefcrest,Turbinaria,2356,26.24,3.47,0.74,35.28,NA
2021,LTER_1,Backreef,Turbinaria,2773,25.17,3.34,0.54,46.4,NA
2021,LTER_1,Backreef,Turbinaria,2448,24.95,3.36,0.51,48.73,NA
2021,LTER_1,Backreef,Turbinaria,2557,25.32,3.35,0.51,50.07,NA
2021,LTER_1,Backreef,Turbinaria,2847,25.29,3.34,0.57,44.73,NA
2021,LTER_1,Backreef,Turbinaria,2382,26,3.41,0.48,53.95,NA
2021,LTER_1,Backreef,Turbinaria,2491,24.8,3.28,0.6,41.44,NA
2021,LTER_1,Backreef,Turbinaria,2349,24.64,3.23,0.56,43.86,NA
2021,LTER_1,Backreef,Turbinaria,2158,25.63,3.37,0.46,55.16,NA
2021,LTER_1,Backreef,Turbinaria,2621,24.54,3.2,0.65,37.5,NA
2021,LTER_1,Backreef,Turbinaria,2275,26.57,3.52,0.6,44.05,NA
2021,LTER_1,Fringing,Turbinaria,2238,25.51,3.35,0.68,37.68,NA
2021,LTER_1,Fringing,Turbinaria,2668,25.81,3.45,0.59,43.55,NA
2021,LTER_1,Fringing,Turbinaria,2846,27.78,3.76,0.68,41.03,NA
2021,LTER_1,Fringing,Turbinaria,2749,26.1,3.46,0.69,38.01,NA
2021,LTER_1,Fringing,Turbinaria,2721,26.1,3.44,0.53,49.48,NA
2021,LTER_1,Fringing,Turbinaria,2949,25.32,3.38,0.64,39.28,NA
2021,LTER_1,Fringing,Turbinaria,2356,24.96,3.27,0.82,30.51,NA
2021,LTER_1,Fringing,Turbinaria,2311,26.68,3.48,0.49,53.95,NA
2021,LTER_1,Fringing,Turbinaria,2451,25.35,3.32,0.62,41,NA
2021,LTER_1,Fringing,Turbinaria,2563,26.47,3.46,0.61,43.63,NA
2021,LTER_1,Reefcrest,Turbinaria,2932,25.42,3.3,0.62,40.93,NA
2021,LTER_1,Reefcrest,Turbinaria,2864,24.56,3.29,0.8,30.64,NA
2021,LTER_1,Reefcrest,Turbinaria,2528,26,3.44,0.71,36.63,NA
2021,LTER_1,Reefcrest,Turbinaria,2549,27.11,3.81,0.56,48.49,NA
2021,LTER_1,Reefcrest,Turbinaria,2314,24.77,3.12,0.68,36.55,NA
